,Lat,Long,Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),City ID,City Name,Country
380,54.56,100.58,31.77,94,79,5.84,2014927,Tulun,RU
381,42.34,-71.21,64.63,93,100,4.7,4945283,Newton,US
382,42.62,-6.42,52.56,99,69,1.99,3128308,Bembibre,ES
383,26.88,-111.98,93.79,20,0,7.72,3995236,Mulegé,MX
384,-11.3,35.03,70.99,50,5,5.93,877384,Tingi,TZ
385,-27.99,26.71,71.1,47,100,13.67,940909,Welkom,ZA
386,13.48,-88.18,86.94,70,40,2.48,3583446,San Miguel,SV
387,46.68,113.28,20.95,80,0,6.04,2032614,Baruun-Urt,MN
388,31.31,34.62,77.0,67,0,8.88,293992,Ofakim,IL
389,1.17,108.97,79.0,85,100,4.7,1631637,Pemangkat,ID
390,55.78,109.55,29.14,93,94,3.22,2019199,Nizhneangarsk,RU
391,51.1,66.32,40.06,69,100,8.28,1524606,Derzhavīnsk,KZ
392,36.29,-76.25,82.24,65,1,6.93,4465088,Elizabeth City,US
393,64.89,-23.71,40.41,92,100,27.69,3414079,Olafsvik,IS
394,30.76,20.23,69.42,48,0,9.48,89113,Ajdabiya,LY
395,-2.02,147.27,81.75,76,92,7.36,2092164,Lorengau,PG
396,8.41,48.48,86.25,42,32,2.62,58933,Garoowe,SO
397,31.34,69.45,58.37,26,0,3.44,1162105,Zhob,PK
398,45.2,-72.75,62.6,77,90,14.99,5931074,Cowansville,CA
399,16.86,-99.89,84.2,83,90,5.82,3533462,Acapulco de Juárez,MX
400,19.89,102.13,66.29,81,16,1.68,1655559,Luang Prabang,LA
401,0.54,123.06,73.45,79,100,2.06,1643837,Gorontalo,ID
402,57.69,71.17,34.54,87,100,4.83,1488206,Ust'-Ishim,RU
403,48.4,-89.32,37.22,93,90,6.93,6166142,Thunder Bay,CA
404,29.97,40.21,75.2,13,0,4.7,102527,Sakakah,SA
405,9.19,117.81,79.79,80,100,7.31,1684245,Tagusao,PH
406,53.61,92.87,35.56,84,76,5.88,1504442,Karatuzskoye,RU
407,11.54,-72.91,87.13,64,6,6.58,3670745,Riohacha,CO
408,-5.2,-35.46,77.0,94,75,13.87,3386213,Touros,BR
409,25.02,37.27,80.76,58,0,5.35,100926,Umluj,SA
410,32.22,-80.75,73.15,94,90,5.82,4581833,Hilton Head,US
411,1.74,98.78,75.76,87,100,4.34,1213855,Sibolga,ID
412,-27.8,-64.26,81.91,42,6,6.2,3835869,Santiago del Estero,AR
413,41.39,2.16,68.5,94,20,8.05,3128760,Barcelona,ES
414,18.73,-103.68,82.4,74,20,5.59,4013679,Coahuayana Viejo,MX
415,4.35,-72.46,90.54,55,0,4.47,3792406,Tibacuy,CO
416,34.76,-112.45,75.67,15,1,3.36,5289658,Chino Valley,US
417,-23.49,-58.8,91.92,43,95,6.33,3437443,Pozo Colorado,PY
418,27.98,-114.06,76.37,58,11,9.48,4021858,Guerrero Negro,MX
419,46.49,135.88,42.44,95,100,6.44,2013279,Vostok,RU
420,69.31,16.12,33.8,64,0,13.87,3163146,Andenes,NO
421,12.97,-2.27,90.75,29,53,5.57,2353688,Yako,BF
422,-16.7,-151.02,79.16,76,0,12.86,4034496,Fare,PF
423,4.93,-52.33,87.8,66,20,11.41,3382160,Cayenne,GF
424,47.5,9.75,53.94,87,0,6.93,2781503,Bregenz,AT
425,-12.23,136.77,75.2,88,80,3.51,2064735,Nhulunbuy,AU
426,9.4,-0.84,84.16,55,51,2.13,2294877,Tamale,GH
427,51.68,102.14,30.04,85,25,2.66,2021031,Kyren,RU
428,53.75,127.27,27.64,96,100,6.2,2012593,Zeya,RU
429,-5.09,-81.11,78.8,69,10,14.99,3694112,Paita,PE
430,48.65,-53.11,55.0,67,49,3.0,5905393,Bonavista,CA
431,56.05,97.63,34.09,90,80,4.23,1485680,Yurty,RU
432,37.47,49.46,60.8,100,90,6.93,141679,Bandar-e Anzali,IR
433,35.84,14.54,65.64,68,0,5.82,2562247,Marsaxlokk,MT
434,-9.77,37.93,77.45,48,97,6.11,155921,Liwale,TZ
435,-34.65,-58.62,62.64,73,100,11.99,3430545,Morón,AR
436,-3.67,152.43,79.57,78,96,6.35,2090021,Namatanai,PG
437,40.31,45.68,43.9,85,85,3.06,616646,Geghamasar,AM
438,-1.47,-77.98,73.4,88,75,2.24,3652584,Puyo,EC
439,-20.97,164.7,69.66,84,0,4.0,2137748,Voh,NC
440,-0.95,-80.73,82.4,65,20,18.34,3654410,Manta,EC
441,20.05,-75.95,78.8,78,75,8.05,3561408,El Cobre,CU
442,63.92,127.47,15.85,97,99,0.94,2017215,Sangar,RU
443,33.6,56.92,60.73,24,0,4.76,113659,Tabas,IR
444,32.79,-79.86,79.84,83,75,4.7,4588165,Mt. Pleasant,US
445,-21.34,55.48,73.6,69,19,19.46,935214,Saint-Pierre,RE
446,14.9,-24.5,83.77,62,79,4.9,3374210,São Filipe,CV
447,57.08,9.27,53.67,94,100,5.01,2622139,Fjerritslev,DK
448,41.28,-70.1,67.53,88,1,6.93,4944903,Nantucket,US
449,-2.53,40.53,80.6,83,75,5.82,191675,Kipini,KE
450,34.88,-76.9,80.58,58,75,11.41,4470244,Havelock,US
451,5.35,48.53,80.04,83,0,18.68,57000,Hobyo,SO
452,70.98,25.97,33.8,80,75,10.29,779554,Honningsvåg,NO
453,26.12,127.67,78.28,88,75,4.7,1861280,Itoman,JP
454,59.97,23.43,48.0,93,100,1.99,660325,Ekenäs,FI
455,32.77,22.64,68.77,68,4,13.49,87205,Darnah,LY
456,-2.89,-40.12,84.9,63,81,19.13,3408368,Acaraú,BR
457,16.52,-98.75,87.44,64,99,10.58,3516171,Barra de Tecoanapa,MX
458,34.88,132.08,63.0,40,100,1.01,1863310,Hamada,JP
459,21.28,-89.67,87.58,70,75,6.93,3521108,Progreso,MX
460,47.87,88.12,42.94,47,49,6.38,1529651,Altay,CN
461,21.39,-158.15,76.78,83,90,1.25,5851349,Nānākuli,US
462,26.1,-106.97,73.74,28,0,7.43,4005370,Guadalupe y Calvo,MX
463,65.83,21.69,33.8,98,90,10.29,606531,Boden,SE
464,12.15,-68.27,89.6,70,82,14.99,3513563,Kralendijk,BQ
465,58.25,32.52,34.48,95,76,4.7,541116,Kresttsy,RU
466,-41.07,145.92,51.01,82,64,4.83,2173125,Burnie,AU
467,-9.43,159.95,73.4,100,20,2.24,2108502,Honiara,SB
468,-42.77,-65.04,66.2,34,75,20.8,3840092,Puerto Madryn,AR
469,12.18,125.51,79.83,86,100,9.19,1688696,San Policarpo,PH
470,51.38,1.39,57.99,83,90,4.0,2643044,Margate,GB
471,71.69,128.87,10.27,93,100,6.29,2015306,Tiksi,RU
472,25.29,51.53,84.2,66,0,6.93,290030,Doha,QA
473,39.36,-84.31,66.43,100,90,8.05,4517698,Mason,US
474,31.35,27.25,73.4,60,0,5.82,352733,Marsá Maţrūḩ,EG
475,51.97,12.14,56.64,83,2,16.46,2937959,Bone,DE
476,22.15,-80.44,87.8,66,75,5.82,3564124,Cienfuegos,CU
477,63.44,-20.27,39.2,86,75,24.16,3412093,Vestmannaeyjar,IS
478,40.28,70.44,59.0,24,100,8.95,1514891,Konibodom,TJ
479,-22.67,167.48,72.99,83,0,13.76,2137773,Vao,NC
480,65.99,57.53,21.45,97,67,9.62,863061,Usinsk,RU
481,69.3,139.9,6.71,97,100,1.95,2028164,Deputatsky,RU
482,34.64,-120.46,58.14,93,90,3.36,5367788,Lompoc,US
483,2.82,-60.67,96.8,37,40,11.41,3664980,Boa Vista,BR
484,17.88,-76.41,83.19,79,20,18.34,3489440,Morant Bay,JM
485,-30.6,-71.2,78.84,26,0,9.15,3877918,Ovalle,CL
486,19.33,-72.12,86.0,62,40,13.87,3718834,Pignon,HT
487,38.85,-76.88,75.97,73,1,9.17,4355274,Forestville,US
488,66.77,123.37,15.04,97,100,3.36,2012530,Zhigansk,RU
489,42.8,93.45,49.77,42,0,5.73,1529484,Kumul,CN
490,56.03,47.29,33.8,69,40,13.42,539794,Kugesi,RU
491,43.27,-7.54,55.0,88,14,5.01,3105522,Bereda,ES
492,41.15,-82.55,62.64,87,100,1.01,5158275,Huron,US
493,-10.07,-78.15,70.68,65,7,11.43,3939168,Huarmey,PE
494,-34.0,24.73,62.01,66,0,1.99,986717,Kruisfontein,ZA
495,-20.33,-40.29,78.93,74,75,10.29,3445026,Vila Velha,BR
496,62.58,6.13,40.95,75,75,16.11,3141667,Roald,NO
497,20.87,-90.4,82.72,80,8,8.59,3531368,Celestún,MX
498,-1.33,-80.58,82.4,65,20,18.34,3655446,Jipijapa,EC
499,38.47,14.95,62.67,58,0,5.99,2524379,Lipari,IT
500,7.98,49.82,82.67,72,0,3.58,60019,Eyl,SO
501,54.6,-7.3,48.2,87,75,23.04,2640967,Omagh,GB
502,42.25,-75.83,72.55,64,20,11.41,5110365,Broome,US
503,55.25,-7.27,48.2,87,75,23.04,2965761,Carndonagh,IE
504,68.12,13.5,35.6,64,75,6.93,3155152,Gravdal,NO
505,41.12,80.26,48.18,43,0,2.35,1529660,Aksu,CN
506,12.07,1.79,88.38,22,1,5.48,2361373,Diapaga,BF
507,-31.41,-64.18,55.65,76,90,4.7,3860259,Córdoba,AR
508,67.67,12.69,39.2,69,75,17.22,3137469,Sørland,NO
509,-22.28,-42.53,68.41,91,27,4.43,3456166,Nova Friburgo,BR
510,11.28,-15.83,82.4,79,87,11.27,2374583,Bubaque,GW
511,9.49,50.81,80.71,68,2,1.01,64814,Bandarbeyla,SO
512,-0.87,14.82,74.12,86,100,2.84,2260009,Ewo,CG
513,44.05,-123.09,55.58,67,75,4.83,5725846,Eugene,US
514,10.57,72.64,81.05,78,100,14.92,1267390,Kavaratti,IN
515,64.25,-15.21,28.4,92,75,4.7,2630299,Hofn,IS
516,-23.86,35.38,75.09,83,20,11.41,1045114,Inhambane,MZ
517,29.55,66.02,50.79,39,0,0.94,1168749,Nushki,PK
518,50.13,5.79,57.67,88,0,1.01,2795323,Houffalize,BE
519,41.0,15.65,57.2,76,40,5.82,3173615,Melfi,IT
520,52.41,49.96,33.35,85,2,10.07,510347,Pestravka,RU
521,24.33,93.67,65.88,98,98,1.74,1273909,Churāchāndpur,IN
522,46.42,3.91,68.0,52,100,18.34,2980080,Saint-François,FR
523,-15.2,12.15,70.41,80,100,5.79,3347019,Mossamedes,AO
524,-38.65,178.0,57.0,95,100,1.99,2206854,Gisborne,NZ
525,-38.55,-58.74,64.0,52,0,14.0,3430443,Necochea,AR
526,48.43,-77.63,35.78,100,90,4.7,5894033,Barraute,CA
527,34.68,112.45,55.99,99,0,4.81,1801792,Luoyang,CN
528,-43.53,172.63,47.14,93,100,4.7,2192362,Christchurch,NZ
529,37.31,40.74,71.6,37,0,9.17,304797,Mardin,TR
530,-6.13,12.37,77.63,83,100,7.9,2236967,Soyo,AO
531,-20.01,57.66,75.99,72,34,5.99,934479,Grand Gaube,MU
532,12.5,102.5,75.4,85,100,5.64,1605277,Trat,TH
533,-39.03,-67.58,73.4,23,72,20.8,3855065,General Roca,AR
534,49.58,111.98,21.67,88,0,3.36,2021041,Kyra,RU
535,7.13,40.7,58.3,85,24,5.19,336454,Ginir,ET
536,30.59,-91.17,86.59,58,20,5.82,4315312,Baker,US
537,47.17,-55.15,57.0,100,100,4.88,6067472,Marystown,CA
538,64.4,11.39,37.4,86,75,4.7,3145023,Bangsund,NO
539,39.72,45.65,59.0,54,5,9.17,174726,Saravan,AM
540,41.37,-81.85,61.43,77,90,9.17,5147097,Berea,US
541,37.67,21.62,58.03,72,20,4.85,255030,Plátanos,GR
542,37.46,-122.43,73.13,77,5,5.82,5354943,Half Moon Bay,US
543,21.44,-157.84,77.72,83,75,2.17,5856516,‘Āhuimanu,US
544,43.0,68.0,52.75,54,92,11.83,1524787,South Kazakhstan Region,KZ
545,64.5,-165.41,37.85,93,75,3.94,5870133,Nome,US
546,14.8,74.13,77.0,88,100,1.97,1267635,Karwar,IN
547,4.42,-7.35,78.22,85,100,7.05,2281120,Tabou,CI
548,51.58,113.03,28.4,63,3,6.71,2024848,Drovyanaya,RU
549,43.1,5.88,63.99,73,100,14.0,3006414,La Seyne-sur-Mer,FR
550,0.53,72.93,82.99,77,85,16.02,1337610,Thinadhoo,MV
551,40.9,40.89,40.77,86,0,2.84,740481,Rize,TR
552,18.46,-66.27,87.24,66,40,9.17,4564133,Dorado,PR
553,66.83,70.83,19.98,97,94,11.65,1486321,Yar-Sale,RU
554,61.95,159.23,30.83,88,0,5.73,2125693,Evensk,RU
555,42.16,-72.33,70.66,68,75,5.82,4946620,Palmer,US
556,56.55,76.63,40.84,69,13,7.07,1501000,Kyshtovka,RU
557,-28.65,153.62,56.91,93,69,3.22,2172880,Byron Bay,AU
